34,4,0
10,32,46
20439,4,61
5,6,95
82,8,583
23815,4,702
20511,1,1911
6571,1,1929
17,1,2165
7,32,2200
4836,23,2219
21276,104,2677
22025,256,2839
14797,32,2915
63,2,2932
14621,1,3097
31,8,3387
65,16,4036
5,4,4054
70,7,4376
6,1,4416
3,27,4589
14089,256,4683
15,1,5030
8827,256,5404
19379,197,5417
10,1,17828
16066,32,17859
31,32,17989
26,4,18009
7,4,18028
10893,3,18061
13615,64,18335
28,1,18350
290,4,18497
4143,2,18550
3,4,18607
14,16,18647
20,1,18780
32,4,18790
1,8,19495
44,1,19539
432,1,19690
5532,10,19953
15,1,19959
1537,1,20005
52,1,20042
4,16,20058
