8812,2,0
8,32,182
89,16,664
4,4,684
10819,128,715
28847,256,1306
6133,5,1396
9,16,2387
99,1,2492
9,16,2534
426,16,2758
54,4,2889
42,13,2982
24,2,3092
16011,128,3126
8904,4,3212
23,16,7804
39,8,8448
32,7,8514
42,26,13880
12612,16,13939
118,4,15224
12363,32,15319
57,1,15731
3991,1,16309
24,7,16378
10213,8,16612
417,2,16726
15,64,16780
14576,256,51349
8775,32,51356
7,4,52644
462,1,52754
3,1,52763
61,1,52776
145,32,52822
85,20,52853
6,3,52862
67,16,52878
4746,2,53205
43,32,53538
7,4,53594
152,2,53674
172,2,53751
7227,128,53825
3,3,53833
106410,64,54182
5,2,54905
