4696,16,0
30883,16,778
19651,3,802
2,16,937
422,16,1000
7066,8,1069
6509,256,1220
7164,1,1317
59,32,1595
81,1,1671
226,2,2069
14788,25,2839
26,1,2876
9,8,3021
259,1,3033
23,2,3121
9397,41,3148
8,1,3192
35025,256,4230
21,32,4257
182,8,4501
2,32,4557
8,2,4592
384,6,4724
456,32,4835
21,1,5010
12450,1,5507
9,1,5522
6,2,5529
29,11,5644
204,5,5672
4,32,12596
1298,32,12609
98,2,16998
14,32,17035
2,11,17176
3818,1,17316
57,4,17333
9369,4,17358
55,14,17634
10,4,17664
421,1,17773
3042,32,17779
12,32,17927
248,2,18136
7625,16,18206
15674,20,18325
29,8,18517
