19,16,0
87,64,229
643,4,1484
90,4,1873
19298,16,2049
146,4,3864
41,16,7035
12759,64,7138
25,3,7288
5866,128,7402
12229,4,7532
108,8,7895
3217,1,8189
8472,128,8344
11760,8,8351
6,37,8828
228,32,8980
5,2,9083
44,8,11028
20,4,11986
14537,99,13310
15,9,13912
63,1,14001
33,2,14013
4,1,16648
8472,31,25555
9720,9,25956
9,32,26658
11,1,32073
10829,1,32426
18,1,32571
10611,8,32993
6,1,33551
4,9,33880
1745,1,33913
64,8,35274
11,8,35445
21274,204,37095
722,2,37190
20158,1,37430
95,8,37448
776,8,38349
5,2,39063
11071,64,40322
2,64,40769
92,4,42053
8258,16,42801
146,32,42871
