4816,4,0
8,1,12
16,1,317
299,2,349
626,2,519
230,16,682
3,64,695
10670,1,745
11,1,1587
143,1,1617
9,9,1766
9527,64,1985
35,8,2154
206,8,2162
18,1,2191
11929,16,17445
62,1,17619
65,16,26603
5,2,26934
849,32,26987
7828,32,27102
10595,128,27255
860,8,27458
14,16,27971
40,4,28223
16400,128,28314
6545,128,28402
8,1,28649
7,1,28696
10,1,28711
300,8,28815
23265,4,28850
13358,1,29116
10,16,30579
26,1,30689
10698,1,30781
37564,8,30837
23,8,30895
3905,2,30958
49,4,31121
21,4,33328
9330,32,33603
8829,1,33966
1,2,34081
5877,32,34157
14,1,34181
17,64,37409
1008,4,37426
