22145,8,0
7,1,39
9,6,425
7,16,617
22042,2,828
14732,8,1677
2863,16,1688
12,8,1740
5,1,2432
34,16,2589
9900,8,2619
60,1,2684
15523,256,2873
25,32,2928
41,16,7112
6828,16,7334
15611,5,7434
11,16,7601
1026,1,7653
12679,64,7679
35,10,8515
204,4,10123
13,16,10162
56,8,10753
7790,128,10779
24,2,10832
120,16,10862
8563,2,10876
63,2,10917
15,4,10977
8448,7,11066
8617,2,11184
124,2,11353
30,1,11482
153,8,11624
18,1,11667
11394,16,11698
6,2,12096
3,6,12129
4646,16,12312
13,8,12463
33,1,13302
4392,3,13621
168,1,13764
18455,11,13829
8173,4,13851
4457,32,13881
10594,16,14898
