146,8,0
41,8,913
4623,4,1181
32,1,1204
10129,40,1284
8780,8,1325
436,1,1467
6,4,1539
3,38,1564
18,2,2588
4,1,4152
84,1,4180
178,32,4215
43,4,4382
8,16,11569
4108,32,11641
117,8,11731
17553,8,11806
12,16,11891
36,1,11929
28,32,11951
9927,1,12094
8046,16,12129
786,1,12149
7749,32,12176
12932,2,12358
26,32,12422
7110,32,12523
49,12,12565
8052,64,12612
18333,1,12623
1,4,12727
3,16,12779
18,16,13020
312,29,13135
4,16,13268
85,32,13276
56,1,13330
588,19,13672
9,16,14381
72,32,14448
16312,256,14556
9611,256,14562
131,8,15531
12206,24,15570
108,8,15583
1033,21,15795
9820,16,16028
