12640,1,0
9,1,19041
160,4,19194
3608,128,19508
17,16,20692
1678,8,21020
22,32,21798
29,1,22561
67,1,22776
303,16,23174
76,16,38827
14,8,39157
287,3,39189
11,2,39232
6867,8,39323
2,16,39388
2,22,40286
11479,2,40529
11,3,40540
21255,1,40723
113,8,41178
28,2,41212
11742,43,41272
21,1,41477
15248,1,41542
18133,21,43981
18,4,44125
19,32,44163
9,1,44236
6,32,45014
106,8,45033
42,16,45388
25,1,45466
4,2,45493
23,64,45499
264,1,45737
125,4,46117
15055,256,46133
21,9,46141
10055,2,46145
9,2,46270
29694,29,46281
236,66,46426
927,1,46465
6,4,46582
76,1,48819
18032,64,48865
10466,256,49175
