11072,32,0
9222,8,15
40,32,285
2,1,584
13039,2,3037
36,64,3159
9,2,3168
64,8,3229
12,64,3288
108,1,4094
7933,16,4117
6397,4,4136
126,2,4271
44,6,4332
6854,4,4348
860,2,4597
11,8,4644
10087,256,4661
13500,171,4675
432,4,4821
3702,2,4827
173,44,4900
12,1,5025
56,16,5125
22,1,5261
16454,16,5286
228,1,6084
9986,4,6159
13311,8,6192
6772,1,9780
15775,2,9832
26734,2,10045
46,5,10168
164,2,10214
30,1,10255
18,2,10467
613,32,10471
67,4,10599
3783,8,11356
7071,4,11360
41,1,11628
4,35,11664
57,4,11759
19,1,11868
178,16,11924
29,2,11974
5,11,12418
7,1,12733
