7,8,0
42,1,699
1124,3,766
91,16,1083
8,4,1322
97,1,1362
2,32,2088
9,16,2700
237,4,5994
67,1,6263
6953,8,6662
4,37,6726
7715,1,6913
39,8,7079
143,16,7166
29015,2,7310
3,8,7565
199,4,9550
8125,2,10393
4,16,10830
11032,4,10922
8710,16,19340
45,64,19753
33394,32,19796
127,16,19801
2,16,19833
15391,7,19963
16018,256,19999
8,8,20193
10,1,20202
2,16,20233
10456,47,20267
17,56,20292
6,32,20420
11369,32,20439
10,80,20445
60,32,20517
49,32,20645
3,4,21149
8,2,21327
209,8,21346
815,2,21357
118,32,21366
13,2,21403
266,16,21526
19398,32,21670
106,2,21689
10,16,21871
