4596,1,0
21,32,29
12177,8,123
26858,5,155
12877,19,324
3,1,406
233,10,455
18,4,544
24652,128,576
14,4,580
16,32,732
81,8,1996
7298,16,2033
35,16,2051
9920,1,2084
15418,4,2126
4287,256,2134
34,8,2254
16561,2,2436
10,8,2461
5933,61,2493
4656,16,2508
1827,2,2683
67,4,2700
41,1,3302
6174,1,3310
11608,32,3427
15414,13,3433
22758,2,3440
264,8,3644
88,1,3685
93,8,4091
34,8,4138
186,32,4219
20023,64,4221
2,1,4260
3,8,4291
10863,1,4586
47,16,4971
7,8,5000
2,12,5026
62,1,5027
10,1,10680
25,1,10718
8106,32,10746
56,9,10951
4120,32,10983
43,2,11128
