701,32,0
32263,64,11
21531,128,550
8628,128,563
33,16,609
7683,128,654
87,16,761
414,4,1432
28,2,1440
413,16,1863
917,64,2286
88,4,2351
4,16,2631
24,1,2755
11049,16,2776
6440,128,2830
258,6,2883
3,1,2958
42,32,3021
52,2,3297
11836,119,3400
309,2,3441
9879,16,3462
93,1,3487
41,42,3511
9,2,3639
15,16,3675
190,4,3849
498,4,3870
41,2,4346
34,4,4357
14,24,4547
40,8,4602
15549,16,5148
8730,32,8795
471,1,8948
5,22,9109
625,32,10422
8,2,12641
8993,1,13646
1030,8,14834
27065,16,14857
419,1,15032
2219,9,15190
9,8,37862
6,1,44583
145,64,45544
7,16,47803
