6,16,0
34,4,56
14,8,114
3,2,698
41,8,1363
24,8,2231
553,8,2590
106,1,2675
25,4,2700
10427,1,3003
13826,32,3056
144,1,3078
17,16,3153
83,4,3212
155,4,3407
39,16,3544
60,4,3626
9,8,3645
47,2,3738
28,4,4204
14364,45,4229
18009,152,4278
448,20,4810
16,5,4899
13595,4,5041
6,18,5167
36,4,5187
6378,15,5371
9,4,6356
1566,19,6377
156,32,6408
22436,256,6425
50,1,6445
5,16,6536
19,8,6618
22395,16,7788
4,12,8225
12399,8,8255
5,3,8419
11092,4,8548
38277,211,8721
25,30,8808
115,4,8864
189,4,9111
24475,1,9481
6646,128,9805
9680,134,10060
19,8,10076
