273,16,0
4393,2,175
3722,28,226
11711,4,362
1000,1,755
70,16,802
14653,16,839
24,4,919
6654,14,1846
3,11,1895
4163,8,1921
11483,1,1939
264,4,1961
87,1,2050
26,31,2079
34427,1,2210
25,1,3107
17742,32,3348
38,2,3530
62,8,5263
34,1,5400
33070,128,5530
17892,4,5613
8756,64,5633
54,4,5639
1248,16,5907
4532,1,7488
41,1,7497
130,8,7672
162,4,7752
157,2,7894
11689,16,7910
23,2,7926
14474,102,7929
21,1,10634
19353,19,10806
6,4,10977
59,8,11004
16036,256,11205
285,4,11795
10000,256,21225
13,4,21236
3319,32,21380
46,16,21415
92,8,21722
11027,4,21942
26953,3,22120
19,2,22205
