35708,8,0
7899,1,117
699,4,848
10680,1,929
5701,4,2750
23,32,6240
298,2,6556
4877,8,7156
3,32,12966
764,2,15379
10960,82,15678
12,32,16081
93365,1,16918
22,4,16998
4,64,20704
3,8,21356
12550,15,21378
37,16,22124
88,1,22154
173,1,22350
22,1,22430
8411,1,23032
12720,1,23970
5,1,24142
10,40,24185
10096,6,24257
58,16,24582
10732,1,24630
8,1,24870
9203,64,24923
446,16,24934
244,4,25066
4,16,25110
83,8,25120
24,4,25161
6,16,25645
7322,2,25729
11001,1,25749
10,4,25956
59,5,25966
34,4,26015
19070,128,26024
7250,44,26076
10464,16,26161
2117,32,26213
4,1,26277
165,1,26618
6818,128,26739
