7781,4,0
292,32,139
4590,1,192
5,1,338
76197,4,1162
4,1,1244
26,4,1339
1,1,1492
8163,16,1558
118,1,1623
255,8,1969
106,47,2022
49097,8,2199
921,16,2311
2640,16,2807
57,4,3002
60,1,3065
7,1,3105
15,1,3369
6,1,3701
28,16,3993
107,1,5661
6047,1,6075
97,4,6155
55,1,6195
14,8,6758
17477,4,6818
79,1,6881
17919,64,6927
58,8,7330
4107,4,7372
43,24,7389
15,8,8231
10039,256,8245
17804,1,8274
34,1,8541
17081,10,8678
21,1,8811
14,8,8864
8,16,9058
25,8,9577
1017,8,9613
5443,242,9684
6886,25,9704
23794,18,9740
271,1,10258
7,2,10710
34,2,10741
