25,16,0
20,4,116
14368,22,317
21,2,466
8,1,488
126,4,633
11598,1,690
30,16,703
65,32,830
9,64,857
12545,4,1117
13,1,1383
4574,8,2698
14529,128,2742
14772,11,2854
9246,4,2921
24,32,2946
38,1,2985
4312,4,3014
34,1,3044
5,1,3054
26,20,3061
172,4,3417
13455,8,3619
9,1,3847
10950,256,3850
460,1,3858
20,16,3976
10,1,4031
65,1,4171
29,4,4182
10,1,4264
23,6,4290
9863,8,4308
8,4,4448
14703,1,4462
13287,1,5133
21169,4,5196
88,32,6016
3922,1,6025
133,4,6626
39,2,6646
102,8,6813
14681,64,6849
613,16,6859
13,4,7574
2,16,7970
46,5,8075
