95,4,0
10310,128,189
65,2,257
2833,7,1802
17293,4,1838
2377,128,1974
20244,1,2004
13987,8,2053
8432,16,2093
8493,1,2630
77,1,2944
12601,2,6639
6720,1,6785
5,1,7059
10,4,7590
52,1,7638
100,4,7734
375,8,7890
2,4,7966
10,2,8044
26000,1,10380
30,16,10412
12,1,10497
17577,25,10630
4762,32,10666
8,1,10700
14,1,10766
11810,16,11031
9080,64,11037
44,32,11063
2626,16,11146
13,10,11150
6003,4,11180
5,128,11380
12808,16,11424
20,1,11459
6,2,11514
72,8,11558
12,8,11609
4561,32,11775
62,19,11805
44,1,11815
13413,1,11876
88,64,11898
32,1,15072
4,2,15137
7032,16,16084
424,2,16157
