112,16,0
366,8,979
3,32,1009
11682,32,1032
12940,1,1076
8460,1,1101
400,32,1248
10,2,1285
25296,64,1725
212,16,1741
6206,8,2099
995,16,2359
211,32,4246
5927,119,4295
3799,128,4670
115,16,4830
5341,8,4861
20,8,4953
10682,4,4992
1744,4,5053
69,16,5070
4,16,5328
241,1,5441
96,16,5490
4,16,5661
41,2,5999
37,8,6183
30,4,6371
39,1,6587
13757,64,6790
7140,1,6914
1055,1,6922
16,1,6928
10825,1,7300
13,1,7514
6,4,7561
6791,16,7640
10098,1,12511
4444,1,12553
6,20,12614
21764,256,12864
14,16,12877
31,32,12900
693,2,13092
7,32,13104
5,2,13144
155,8,13561
21,1,13605
