370,1,0
15972,102,91
25,16,143
71,1,235
9,15,294
5970,128,1154
21423,2,1392
18,8,1405
452,64,1824
10538,15,1939
10170,256,2029
32,8,2144
50,2,2621
208,1,2687
111,32,3909
11822,128,4340
3,1,4433
154,8,5402
591,4,7597
114,16,11405
246,1,11459
91,78,11521
13,16,11730
31762,2,12239
5224,32,12319
56,8,12396
18464,8,12416
13,4,12476
24,1,12497
22294,57,16630
41,20,16708
8,8,17306
23155,256,17632
10298,64,17724
169,16,18058
10983,128,18572
4101,1,21030
13670,4,21442
34,41,21477
9596,192,24860
14,2,34492
18554,64,39690
6438,1,40778
11,16,41013
53,16,41364
287,32,41561
6,1,41636
20573,1,41731
