5103,32,0
32,2,37
108,4,4636
22970,64,4724
295,8,4753
31096,7,5003
221,1,5032
29,1,5051
4,1,5220
5828,4,5444
880,8,5498
12995,32,5643
12365,1,5682
433,8,5704
10071,6,5777
26,4,5819
67,1,7385
109,1,7512
25169,16,7655
132,1,7793
17,16,7941
7537,256,7953
43,1,8027
38,16,8142
35,1,8226
9873,16,8976
19,8,10309
22400,16,10324
11633,32,12399
62,1,12688
13489,16,12883
52,2,15666
48,4,16055
9468,16,16175
11795,128,16414
23,1,16457
64,1,16511
2,2,16625
28,2,16636
148,32,26308
11955,16,27709
10,21,27760
24,37,51415
61,32,51520
12614,8,51960
99,1,52063
24471,1,52078
35,1,52373
