11347,8,0
11,8,304
11,4,616
47,8,707
13930,32,793
13,1,1020
16265,201,1130
10943,66,1231
5,5,1526
17,3,1995
87,7,2027
12468,16,2038
648,5,2254
6559,32,3061
13024,41,4788
11,12,8325
15292,16,8365
131,16,8378
975,8,8706
6,4,8725
88,32,8748
14802,8,8755
12,20,8855
1012,16,8874
13,16,8915
14,4,10093
8003,32,10141
6,8,10320
16,1,10336
11,4,27207
8003,21,27211
41,32,27219
8805,16,27269
49,2,27463
157,1,27909
202,33,27919
11440,4,28756
572,1,28787
9445,64,28817
37,8,28825
30489,64,29015
251,7,29501
15,2,29753
14004,22,29792
31241,86,29822
138,1,30015
14329,128,30072
40,4,30077
