98,16,0
23233,32,1790
6342,8,1798
542,16,1815
135,1,2001
9210,128,2633
6599,32,3001
12,2,3039
13827,42,3057
5227,4,3128
13250,16,4641
33,1,4772
1,4,4979
15,2,5158
12929,5,5228
5883,64,5249
1091,32,5301
67,16,5367
529,4,5781
702,2,5871
14,4,5988
29,4,6010
126,1,6026
26819,1,6415
4,64,7143
10740,2,7435
583,32,7565
604,1,8146
11011,4,9269
88,1,9526
11717,4,9660
2,22,9893
16,1,9943
14,2,10337
27,4,18769
3667,256,18834
9555,128,18896
89528,8,19104
8299,128,19159
12356,4,19361
385,1,19426
38,4,19438
523,1,19702
58,10,20111
78,1,20744
13056,2,20846
213,1,22289
7594,8,22394
