9,2,0
14,1,33
3,1,356
32707,16,1438
11,16,1647
5,16,1769
550,30,1928
718,32,1946
286,6,2265
54,9,2279
14646,191,2729
25,4,3722
3192,2,3877
243,1,3930
77,1,3996
31,4,4032
2,31,4081
28,1,6085
12432,1,6108
23911,22,6116
17,1,6261
11249,128,6278
13286,128,15257
8010,1,15353
2,1,18445
39660,1,18886
17,32,19043
26082,32,19834
19365,128,19947
3647,4,20090
10,4,20492
15,6,20785
183,16,20826
3,32,21297
77,32,25340
30586,64,25662
182,64,25747
5,8,26210
12145,32,26499
118,1,44573
54,1,44770
8049,2,44801
41,1,44862
6661,8,45074
59,1,45216
13810,2,45381
10,16,45401
7731,16,45863
