5,4,0
82,1,17
46,1,587
6,1,744
15389,256,812
9779,1,837
80,4,928
12,8,952
4596,1,2308
21,32,2337
12177,8,2431
26858,5,2463
12877,19,2632
3,1,2714
233,10,2763
18,4,2852
24652,128,2884
14,4,2888
16,32,3040
81,8,4304
7298,16,4341
35,16,4359
9920,1,4392
15418,4,4434
4287,256,4442
34,8,4562
16561,2,4744
10,8,4769
5933,61,4801
4656,16,4816
1827,2,4991
67,4,5008
41,1,5610
6174,1,5618
11608,32,5735
15414,13,5741
22758,2,5748
264,8,5952
88,1,5993
93,8,6399
34,8,6446
186,32,6527
20023,64,6529
2,1,6568
3,8,6599
10863,1,6894
47,16,7279
7,8,7308
