8552,3,0
51,2,1055
12850,128,1097
8963,32,1123
10445,32,9733
12290,128,10666
15400,64,10720
11297,16,10796
431,4,10821
9033,1,10863
803,4,10889
212,1,11655
18103,256,11685
10881,4,11694
48,8,11907
204,2,12132
70,1,12190
43374,1,12202
445,13,12206
82,13,12924
80,2,13138
19,8,13215
6495,1,13259
15520,53,13297
16198,16,13324
14990,16,13352
13859,1,13861
101,8,13976
15469,8,13998
2,16,14905
15,4,15015
5,16,15022
6924,225,15316
3,1,15348
466,15,15357
16703,128,15776
39295,32,16186
113,71,16194
3659,8,16515
253,42,16542
7634,1,24481
46388,128,24538
117,1,25788
39,5,25828
15842,8,25910
2,16,26032
5,1,26067
23029,4,26878
